openness,conscientiousness,extraversion,agreeableness,neuroticism,career,category
64.18,92.7,35.84,65.64,27.86,Civil Engineer,Engineering and Architecture
73.36,99.47,60.57,61.71,28.06,DevOps Engineer,Technology and IT
73.7,79.76,67.29,85.8,31.48,Teacher,Education and Research
68.53,89.3,75.96,67.8,16.46,Civil Servant CSS Officer,Law Government and Security
90.13,64.08,42.61,54.51,42.94,Animator,Creative Media and Design
72.37,91.73,56.18,72.56,26.23,Dentist,Healthcare and Medical
57.24,81.35,29.66,71.54,23.53,Pharmacist,Healthcare and Medical
89.83,54.2,51.97,59.5,38.88,Graphic Designer,Creative Media and Design
63.91,95.55,27.09,50.74,17.85,Database Administrator,Technology and IT
82.32,73.13,43.45,50.19,32.52,Web Developer,Technology and IT
84.16,76.5,51.36,85.14,38.02,Psychologist,Social and Behavioral Sciences
87.15,84.69,38.54,70.39,28.68,Environmental Scientist,Environmental Science
79.04,67.43,43.04,52.23,44.2,Video Editor,Creative Media and Design
77.89,71.62,36.71,54.99,32.73,Web Developer,Technology and IT
85.74,62.76,49.39,61.67,41.92,Graphic Designer,Creative Media and Design
77.36,82.21,65.04,71.6,28.25,Lecturer,Education and Research
86.96,75.76,35.75,69.6,25.91,Environmental Scientist,Environmental Science
52.41,93.54,64.26,67.67,24.4,Army Officer,Law Government and Security
65.85,89.43,43.46,42.99,28.85,Financial Analyst,Business Management and Finance
69.2,77.29,62.96,87.46,27.8,Social Worker,Social and Behavioral Sciences
58.94,81.85,54.05,90.41,34.06,Physiotherapist,Healthcare and Medical
87.33,73.73,44.4,60.15,42.04,Animator,Creative Media and Design
69.65,78.88,91.55,57.93,37.3,Sales Manager,Business Management and Finance
65.33,90.01,29.87,66.14,25.97,Radiologist,Healthcare and Medical
72.72,70.1,74.55,79.56,35.58,HR Manager,Business Management and Finance
80.47,80.16,52.05,45.64,28.77,Web Developer,Technology and IT
69.08,88.43,32.62,60.45,35.32,Cybersecurity Analyst,Technology and IT
87.62,63.02,47.3,57.85,53.6,Graphic Designer,Creative Media and Design
83.18,72.4,85.13,63.15,35.77,Sales Manager,Business Management and Finance
68.73,91.28,41.44,50.6,30.89,Mechanical Engineer,Engineering and Architecture
70.96,88.1,53.97,63.57,23.06,Judge,Law Government and Security
70.42,83.25,94.11,61.26,35.85,Sales Manager,Business Management and Finance
74.19,80.86,49.44,62.96,32.06,Web Developer,Technology and IT
84.65,66.9,85.25,68.5,34.19,Journalist,Creative Media and Design
69.64,87.47,65.26,62.16,29.38,Business Analyst,Business Management and Finance
72.93,84.24,47.71,50.94,24.44,Financial Analyst,Business Management and Finance
86.28,88.18,34.19,61.57,31.17,Researcher,Education and Research
73.98,86.45,69.63,72.67,30.89,Civil Servant CSS Officer,Law Government and Security
61.91,88.39,67.95,77.07,15.07,Police Officer,Law Government and Security
83.3,90.01,80.86,54.62,25.12,Lawyer,Law Government and Security
83.85,87.98,44.78,52.85,25.87,DevOps Engineer,Technology and IT
71.25,75.05,51.95,100.0,36.99,Social Worker,Social and Behavioral Sciences
73.82,93.37,46.78,74.45,14.67,Surgeon,Healthcare and Medical
72.39,97.89,44.79,61.26,24.35,Mechanical Engineer,Engineering and Architecture
80.55,100.0,65.57,71.35,18.87,Judge,Law Government and Security
72.59,83.3,41.31,60.18,27.96,Civil Engineer,Engineering and Architecture
71.68,84.24,42.9,62.9,36.15,Electrical Engineer,Engineering and Architecture
65.81,76.73,65.72,88.46,36.6,Academic Advisor,Education and Research
71.64,90.66,60.79,90.34,23.41,Doctor,Healthcare and Medical
67.97,80.82,57.02,91.66,31.22,Physiotherapist,Healthcare and Medical
73.91,85.78,66.99,65.95,22.29,Civil Servant CSS Officer,Law Government and Security
69.74,82.98,87.02,77.05,22.43,Project Manager,Business Management and Finance
86.18,84.38,47.61,76.08,28.4,Environmental Scientist,Environmental Science
69.57,97.89,40.21,55.77,27.28,Financial Analyst,Business Management and Finance
89.4,85.15,34.44,60.08,32.66,Environmental Scientist,Environmental Science
57.52,87.68,39.17,51.85,21.08,Accountant,Business Management and Finance
64.73,88.82,41.97,47.73,20.87,Electrical Engineer,Engineering and Architecture
68.52,93.0,49.19,74.6,18.79,Dentist,Healthcare and Medical
67.43,79.44,48.99,65.8,23.14,Civil Engineer,Engineering and Architecture
67.88,93.07,39.4,68.61,29.39,Civil Engineer,Engineering and Architecture
68.72,90.16,46.26,75.97,26.27,Radiologist,Healthcare and Medical
92.79,61.81,42.46,67.54,29.13,UI UX Designer,Creative Media and Design
70.29,92.01,78.39,67.25,14.27,Civil Servant CSS Officer,Law Government and Security
87.94,82.44,38.0,51.58,36.23,Data Scientist,Technology and IT
92.5,63.22,52.55,68.2,31.58,UI UX Designer,Creative Media and Design
74.13,97.51,29.39,52.6,22.96,Cybersecurity Analyst,Technology and IT
90.84,74.7,58.55,63.95,32.9,Photographer,Creative Media and Design
83.47,77.62,78.71,52.92,44.67,Entrepreneur,Business Management and Finance
60.23,86.53,41.41,68.49,23.13,Pharmacist,Healthcare and Medical
67.61,87.46,36.1,69.84,21.89,Radiologist,Healthcare and Medical
97.58,90.99,46.61,52.39,33.81,AI Engineer,Technology and IT
91.44,61.27,40.59,68.74,35.74,Animator,Creative Media and Design
55.44,90.95,41.06,72.19,16.81,Pharmacist,Healthcare and Medical
82.31,77.19,49.59,49.48,28.5,Web Developer,Technology and IT
65.33,83.07,79.43,56.26,32.28,Lawyer,Law Government and Security
46.69,95.2,26.43,47.81,27.43,Accountant,Business Management and Finance
81.75,90.7,77.23,73.7,27.65,Civil Servant CSS Officer,Law Government and Security
67.58,73.61,61.06,77.38,34.44,Nutritionist,Healthcare and Medical
87.28,63.96,81.32,59.72,35.81,Journalist,Creative Media and Design
79.46,82.15,33.17,57.83,26.36,Machine Learning Engineer,Technology and IT
94.52,66.33,54.39,73.84,31.3,UI UX Designer,Creative Media and Design
70.33,90.84,46.85,71.1,15.21,Surgeon,Healthcare and Medical
79.79,85.49,39.98,53.0,28.06,Software Engineer,Technology and IT
71.42,81.96,60.49,69.95,35.38,Business Analyst,Business Management and Finance
90.37,72.82,75.16,58.62,32.13,Journalist,Creative Media and Design
75.21,88.34,39.83,58.37,16.02,Electrical Engineer,Engineering and Architecture
89.41,74.71,81.73,59.35,40.93,Entrepreneur,Business Management and Finance
58.96,88.07,42.24,80.06,28.87,Pharmacist,Healthcare and Medical
79.48,94.19,53.56,90.11,31.97,Professor,Education and Research
84.62,71.18,52.29,90.82,38.56,Psychologist,Social and Behavioral Sciences
62.38,93.16,25.89,68.19,23.8,Radiologist,Healthcare and Medical
68.19,97.57,44.72,49.28,26.57,Cybersecurity Analyst,Technology and IT
62.78,84.46,65.2,73.17,26.87,Nutritionist,Healthcare and Medical
71.06,83.59,37.12,55.32,20.02,Mechanical Engineer,Engineering and Architecture
79.88,56.72,42.23,61.31,51.14,Animator,Creative Media and Design
70.48,79.41,41.6,55.17,39.13,Mobile App Developer,Technology and IT
64.27,92.7,61.4,61.61,19.19,Civil Engineer,Engineering and Architecture
72.92,86.84,62.32,77.6,35.01,Lecturer,Education and Research
52.25,91.84,66.43,54.89,25.56,Army Officer,Law Government and Security
82.67,86.0,85.45,59.55,33.55,Lawyer,Law Government and Security
68.87,89.43,32.8,62.47,29.67,Electrical Engineer,Engineering and Architecture
66.55,72.75,81.8,67.13,31.02,Sales Manager,Business Management and Finance
69.7,90.2,57.02,71.26,14.82,Surgeon,Healthcare and Medical
85.12,97.02,43.18,50.76,34.86,Software Engineer,Technology and IT
88.49,85.15,36.95,60.42,25.49,AI Engineer,Technology and IT
72.86,85.92,39.93,51.19,25.91,Cloud Engineer,Technology and IT
93.12,75.96,58.07,66.5,38.67,Architect,Engineering and Architecture
63.16,87.42,23.0,48.47,21.53,Chemical Engineer,Engineering and Architecture
95.52,90.33,36.71,64.58,37.7,Researcher,Education and Research
87.69,96.22,44.98,54.76,36.69,Software Engineer,Technology and IT
88.21,61.96,74.56,65.48,32.93,Marketing Manager,Business Management and Finance
56.45,96.08,27.69,41.05,15.38,Accountant,Business Management and Finance
84.4,71.22,85.19,62.72,33.15,Marketing Manager,Business Management and Finance
69.91,88.78,71.54,79.11,34.44,Project Manager,Business Management and Finance
82.54,76.03,51.1,65.59,40.32,Web Developer,Technology and IT
73.52,75.45,75.98,95.7,32.73,HR Manager,Business Management and Finance
74.77,90.4,45.41,39.8,34.98,DevOps Engineer,Technology and IT
85.13,68.25,78.22,60.98,28.74,Digital Marketing Specialist,Creative Media and Design
74.65,86.26,83.8,57.7,24.25,Lawyer,Law Government and Security
66.22,92.39,40.53,59.26,23.56,Radiologist,Healthcare and Medical
51.3,83.96,65.27,91.54,21.93,Nurse,Healthcare and Medical
62.39,73.03,69.53,72.23,32.7,Nutritionist,Healthcare and Medical
66.26,79.11,58.25,88.22,25.36,Academic Advisor,Education and Research
83.69,87.28,43.56,51.34,35.32,Software Engineer,Technology and IT
87.44,89.84,36.83,61.11,32.33,Researcher,Education and Research
81.46,86.19,82.89,54.36,29.08,Lawyer,Law Government and Security
87.34,73.2,34.29,45.07,35.56,Video Editor,Creative Media and Design
53.39,88.78,78.72,60.48,17.45,Police Officer,Law Government and Security
81.54,84.59,68.6,76.95,29.51,Lecturer,Education and Research
92.16,68.72,59.02,91.39,27.28,Psychologist,Social and Behavioral Sciences
87.43,66.81,77.08,64.07,34.95,Marketing Manager,Business Management and Finance
72.87,83.99,76.16,90.92,26.18,Teacher,Education and Research
63.26,87.43,57.11,84.67,22.56,Doctor,Healthcare and Medical
77.04,85.7,70.47,53.1,27.14,Lawyer,Law Government and Security
73.43,80.88,56.36,94.54,26.03,Physiotherapist,Healthcare and Medical
79.46,86.39,69.0,72.86,32.07,Civil Servant CSS Officer,Law Government and Security
67.37,75.11,55.59,78.53,33.73,Physiotherapist,Healthcare and Medical
51.19,83.88,35.71,50.9,26.31,Accountant,Business Management and Finance
68.51,86.35,39.74,46.02,31.34,Cloud Engineer,Technology and IT
73.09,79.06,37.11,65.69,31.71,Environmental Scientist,Environmental Science
85.3,90.94,40.36,52.42,36.76,Data Scientist,Technology and IT
87.51,76.28,77.92,64.14,33.85,Journalist,Creative Media and Design
81.74,72.68,44.54,51.9,33.74,Video Editor,Creative Media and Design
66.95,85.77,44.14,52.04,38.19,Civil Engineer,Engineering and Architecture
84.13,77.93,41.1,54.13,46.0,Mobile App Developer,Technology and IT
76.43,88.96,39.47,63.69,34.67,DevOps Engineer,Technology and IT
77.37,93.42,57.83,89.67,34.43,Doctor,Healthcare and Medical
70.88,81.63,62.91,92.6,35.63,Academic Advisor,Education and Research
84.74,90.39,48.18,59.05,24.11,DevOps Engineer,Technology and IT
70.6,83.41,63.61,75.84,32.15,Lecturer,Education and Research
60.04,91.93,40.9,58.44,26.82,Electrical Engineer,Engineering and Architecture
83.04,69.11,72.01,54.53,38.42,Journalist,Creative Media and Design
66.53,89.29,48.46,70.24,24.82,Dentist,Healthcare and Medical
56.16,87.26,26.68,66.26,20.84,Medical Laboratory Technologist,Healthcare and Medical
67.15,97.06,35.4,63.29,35.58,Civil Engineer,Engineering and Architecture
72.64,74.19,86.78,68.46,37.59,Sales Manager,Business Management and Finance
93.94,76.01,86.8,64.04,37.21,Entrepreneur,Business Management and Finance
64.16,77.71,40.67,47.81,25.11,Financial Analyst,Business Management and Finance
88.38,91.97,37.79,73.16,26.66,Environmental Scientist,Environmental Science
81.62,66.27,85.22,57.89,39.28,Digital Marketing Specialist,Creative Media and Design
79.25,74.76,90.24,57.23,22.8,Marketing Manager,Business Management and Finance
60.22,62.15,90.63,65.37,42.46,Sales Manager,Business Management and Finance
62.76,87.77,42.85,52.05,32.45,Financial Analyst,Business Management and Finance
84.62,71.67,51.8,66.49,38.71,Content Writer,Creative Media and Design
85.08,73.65,43.74,68.27,34.96,Content Writer,Creative Media and Design
52.26,85.76,62.25,64.64,25.16,Police Officer,Law Government and Security
74.59,84.15,25.97,49.67,14.97,Cybersecurity Analyst,Technology and IT
70.53,70.59,84.79,90.23,34.74,HR Manager,Business Management and Finance
82.43,70.83,49.05,56.81,36.58,Video Editor,Creative Media and Design
66.06,87.13,76.42,76.47,31.29,Project Manager,Business Management and Finance
81.19,68.63,76.71,58.39,37.61,Journalist,Creative Media and Design
67.14,90.99,44.02,80.12,16.4,Surgeon,Healthcare and Medical
88.37,79.36,81.28,59.2,36.51,Entrepreneur,Business Management and Finance
79.32,79.9,44.96,61.38,26.94,Mobile App Developer,Technology and IT
71.73,91.51,37.02,39.86,27.14,Cloud Engineer,Technology and IT
72.57,89.64,48.09,51.28,26.8,Chemical Engineer,Engineering and Architecture
76.83,81.85,50.2,42.53,29.25,Web Developer,Technology and IT
64.61,79.82,44.24,49.9,29.09,Financial Analyst,Business Management and Finance
59.55,84.86,67.68,91.11,28.52,Nurse,Healthcare and Medical
49.01,85.45,32.29,65.96,23.58,Medical Laboratory Technologist,Healthcare and Medical
89.62,73.47,42.02,70.29,31.83,Content Writer,Creative Media and Design
75.42,90.94,32.35,43.16,24.59,Chemical Engineer,Engineering and Architecture
62.68,80.93,52.64,83.19,25.54,Physiotherapist,Healthcare and Medical
69.55,98.29,74.67,76.88,26.32,Project Manager,Business Management and Finance
65.66,89.69,42.24,65.57,28.87,Mechanical Engineer,Engineering and Architecture
64.57,88.49,40.94,61.91,34.09,Industrial Engineer,Engineering and Architecture
94.32,71.92,53.83,88.84,41.19,Psychologist,Social and Behavioral Sciences
86.59,64.84,76.24,62.49,39.57,Journalist,Creative Media and Design
65.07,92.56,30.99,58.59,23.26,Radiologist,Healthcare and Medical
68.74,86.95,38.82,59.97,30.74,Electrical Engineer,Engineering and Architecture
94.94,69.61,61.38,58.95,33.03,UI UX Designer,Creative Media and Design
67.21,98.66,33.91,67.18,30.49,Radiologist,Healthcare and Medical
86.13,86.03,69.1,87.45,27.73,Professor,Education and Research
68.06,100.0,46.78,70.31,23.18,Surgeon,Healthcare and Medical
94.62,67.06,54.13,65.92,27.5,UI UX Designer,Creative Media and Design
86.66,73.03,60.4,84.52,32.46,Psychologist,Social and Behavioral Sciences
57.17,77.14,61.82,88.35,31.38,Nurse,Healthcare and Medical
69.3,87.88,63.78,58.06,30.17,Business Analyst,Business Management and Finance
63.47,89.67,36.51,45.11,22.55,Cloud Engineer,Technology and IT
79.25,92.89,68.37,78.46,33.73,Lecturer,Education and Research
63.27,92.46,23.77,54.01,27.49,Chemical Engineer,Engineering and Architecture
68.08,88.33,34.14,43.31,15.28,Chemical Engineer,Engineering and Architecture
72.3,92.24,41.93,51.53,27.29,Mechanical Engineer,Engineering and Architecture
77.38,82.55,46.31,51.27,36.91,Web Developer,Technology and IT
90.63,75.46,53.74,93.02,36.83,Psychologist,Social and Behavioral Sciences
66.3,85.67,73.96,71.17,30.27,Project Manager,Business Management and Finance
51.19,93.13,32.17,58.98,21.05,Accountant,Business Management and Finance
73.32,88.08,34.64,61.58,20.05,Chemical Engineer,Engineering and Architecture
62.57,85.1,76.0,65.03,22.04,Civil Servant CSS Officer,Law Government and Security
60.12,91.36,31.71,59.15,18.87,Accountant,Business Management and Finance
87.12,70.76,88.16,66.59,29.01,Marketing Manager,Business Management and Finance
90.67,71.75,52.72,63.54,33.24,UI UX Designer,Creative Media and Design
72.35,76.24,55.09,70.42,34.95,Business Analyst,Business Management and Finance
88.82,77.4,36.3,61.86,21.22,Machine Learning Engineer,Technology and IT
77.86,88.78,53.6,92.26,20.27,Doctor,Healthcare and Medical
60.58,87.92,35.69,47.76,32.35,Financial Analyst,Business Management and Finance
50.51,89.27,27.75,53.31,16.26,Accountant,Business Management and Finance
85.11,65.57,44.73,65.15,34.26,Content Writer,Creative Media and Design
85.85,86.87,38.32,46.39,36.38,Machine Learning Engineer,Technology and IT
93.69,78.76,53.65,64.63,26.19,Architect,Engineering and Architecture
81.91,74.27,79.29,61.33,34.48,Digital Marketing Specialist,Creative Media and Design
82.84,85.0,30.88,53.5,27.7,Data Scientist,Technology and IT
74.23,91.05,63.87,79.06,18.83,Doctor,Healthcare and Medical
83.08,73.19,65.53,62.9,41.43,Photographer,Creative Media and Design
52.66,88.47,71.51,62.79,21.76,Army Officer,Law Government and Security
69.42,64.37,80.86,84.86,37.75,HR Manager,Business Management and Finance
79.19,82.31,65.26,62.7,22.81,Business Analyst,Business Management and Finance
90.45,88.84,54.85,73.29,34.54,Professor,Education and Research
93.47,77.94,60.83,89.64,35.3,Psychologist,Social and Behavioral Sciences
69.33,94.9,25.6,52.04,16.27,Database Administrator,Technology and IT
76.15,58.67,71.01,52.53,41.75,Journalist,Creative Media and Design
62.27,100.0,33.71,66.49,26.24,Medical Laboratory Technologist,Healthcare and Medical
56.53,88.98,61.46,66.11,9.41,Police Officer,Law Government and Security
78.81,79.51,63.12,66.01,34.33,Civil Servant CSS Officer,Law Government and Security
85.53,48.61,49.28,57.7,40.0,Graphic Designer,Creative Media and Design
68.39,86.31,40.51,65.75,19.43,Surgeon,Healthcare and Medical
79.88,68.99,78.08,59.87,47.49,Digital Marketing Specialist,Creative Media and Design
79.6,82.51,67.89,85.49,33.87,Lecturer,Education and Research
62.15,83.63,33.0,70.75,26.22,Medical Laboratory Technologist,Healthcare and Medical
70.99,90.97,36.74,48.62,27.17,Database Administrator,Technology and IT
85.15,71.46,61.37,63.07,44.62,UI UX Designer,Creative Media and Design
65.48,84.41,61.89,88.74,32.86,Academic Advisor,Education and Research
91.13,77.6,39.8,76.58,33.18,Architect,Engineering and Architecture
69.08,91.66,44.59,50.89,23.93,Mechanical Engineer,Engineering and Architecture
70.83,87.66,39.75,51.49,27.83,Mechanical Engineer,Engineering and Architecture
85.9,62.26,46.73,60.45,41.69,Video Editor,Creative Media and Design
86.27,89.95,34.72,63.83,37.54,Data Scientist,Technology and IT
78.06,68.05,36.09,47.44,33.4,Video Editor,Creative Media and Design
65.28,92.38,33.95,71.15,28.35,Pharmacist,Healthcare and Medical
67.58,82.38,33.37,49.95,26.22,Cybersecurity Analyst,Technology and IT
76.62,90.98,37.6,57.57,25.1,Electrical Engineer,Engineering and Architecture
66.59,86.61,67.7,84.35,39.33,Teacher,Education and Research
68.53,95.99,44.67,73.72,15.61,Surgeon,Healthcare and Medical
89.18,79.6,34.05,53.4,45.27,Mobile App Developer,Technology and IT
95.78,75.29,60.92,71.84,38.16,UI UX Designer,Creative Media and Design
82.39,90.61,85.34,56.3,31.5,Lawyer,Law Government and Security
67.46,94.75,47.54,72.03,31.07,Dentist,Healthcare and Medical
75.27,85.38,37.78,59.3,31.3,Mechanical Engineer,Engineering and Architecture
54.69,96.23,24.77,49.71,16.22,Accountant,Business Management and Finance
53.63,100.0,64.25,65.53,23.59,Police Officer,Law Government and Security
69.57,97.01,47.34,71.49,27.46,Civil Engineer,Engineering and Architecture
65.47,88.84,32.68,64.35,25.45,Medical Laboratory Technologist,Healthcare and Medical
83.97,79.32,81.22,61.22,26.26,Digital Marketing Specialist,Creative Media and Design
64.28,94.51,47.05,75.89,37.05,Dentist,Healthcare and Medical
90.31,73.15,67.63,67.82,36.15,Digital Marketing Specialist,Creative Media and Design
69.4,87.37,38.35,57.08,18.93,DevOps Engineer,Technology and IT
78.29,80.36,46.73,48.1,28.83,Web Developer,Technology and IT
68.25,89.05,29.62,59.5,25.52,Radiologist,Healthcare and Medical
87.91,87.05,42.63,54.74,20.6,AI Engineer,Technology and IT
80.58,69.45,79.88,55.7,41.84,Entrepreneur,Business Management and Finance
63.34,92.69,54.23,92.94,21.66,Doctor,Healthcare and Medical
49.78,90.63,71.76,63.49,19.14,Army Officer,Law Government and Security
68.81,96.85,50.18,74.27,23.03,Surgeon,Healthcare and Medical
73.21,89.45,39.83,49.54,32.19,Electrical Engineer,Engineering and Architecture
90.26,81.64,40.24,79.69,40.39,Environmental Scientist,Environmental Science
53.47,97.77,34.24,54.35,31.83,Accountant,Business Management and Finance
74.3,93.72,79.34,51.07,33.3,Lawyer,Law Government and Security
50.41,82.0,66.7,60.32,17.53,Police Officer,Law Government and Security
74.32,87.04,36.49,51.52,31.89,Electrical Engineer,Engineering and Architecture
64.25,100.0,59.92,52.68,12.21,Pilot,Law Government and Security
85.47,92.15,38.44,54.85,33.89,AI Engineer,Technology and IT
71.16,85.41,60.17,66.55,35.04,Project Manager,Business Management and Finance
62.44,81.86,63.6,81.57,35.38,Physiotherapist,Healthcare and Medical
65.41,74.56,61.82,88.03,31.45,Nutritionist,Healthcare and Medical
84.68,57.69,51.41,60.53,35.51,Graphic Designer,Creative Media and Design
89.72,69.31,44.38,69.91,39.5,UI UX Designer,Creative Media and Design
76.78,90.29,35.05,47.03,18.95,Chemical Engineer,Engineering and Architecture
84.41,60.55,73.84,64.09,34.6,Journalist,Creative Media and Design
69.61,81.35,63.26,83.14,24.72,Physiotherapist,Healthcare and Medical
62.58,80.52,66.81,90.18,34.47,Teacher,Education and Research
76.41,78.61,86.37,66.86,36.43,Sales Manager,Business Management and Finance
76.74,80.53,40.56,41.78,46.08,Mobile App Developer,Technology and IT
65.18,86.15,59.84,76.29,19.87,Surgeon,Healthcare and Medical
82.39,84.51,39.81,56.73,26.06,Software Engineer,Technology and IT
78.82,75.51,78.11,78.92,33.34,HR Manager,Business Management and Finance
92.5,75.37,53.68,71.99,37.95,UI UX Designer,Creative Media and Design
71.9,75.57,51.35,51.27,33.38,Web Developer,Technology and IT
88.0,66.12,85.8,68.04,32.13,Marketing Manager,Business Management and Finance
57.63,85.0,20.76,65.58,20.5,Medical Laboratory Technologist,Healthcare and Medical
63.14,83.98,35.63,50.3,21.91,Database Administrator,Technology and IT
81.31,57.07,42.77,59.48,36.55,Animator,Creative Media and Design
83.07,67.97,62.02,63.57,39.71,Photographer,Creative Media and Design
77.53,69.5,61.82,92.28,34.19,Psychologist,Social and Behavioral Sciences
93.33,84.3,39.44,59.54,35.91,AI Engineer,Technology and IT
89.73,66.37,51.67,64.81,44.05,Content Writer,Creative Media and Design
64.62,89.51,41.89,42.62,32.82,DevOps Engineer,Technology and IT
90.91,69.89,80.83,61.24,39.78,Entrepreneur,Business Management and Finance
64.74,73.91,57.5,89.41,27.06,Social Worker,Social and Behavioral Sciences
78.84,93.88,34.09,51.92,30.14,Cybersecurity Analyst,Technology and IT
77.97,87.06,80.84,50.31,30.68,Lawyer,Law Government and Security
81.04,91.9,38.86,51.79,28.18,Data Scientist,Technology and IT
83.0,83.28,46.3,48.2,37.36,Data Scientist,Technology and IT
59.96,91.97,26.98,58.57,26.28,Radiologist,Healthcare and Medical
75.29,96.86,42.45,67.4,24.18,Chemical Engineer,Engineering and Architecture
74.52,100.0,39.71,44.44,32.65,Cloud Engineer,Technology and IT
76.04,90.46,77.34,74.84,23.86,Project Manager,Business Management and Finance
69.91,72.46,86.56,83.37,41.38,HR Manager,Business Management and Finance
84.39,82.53,58.78,69.0,29.58,Business Analyst,Business Management and Finance
70.24,83.35,41.0,51.36,31.73,Financial Analyst,Business Management and Finance
82.3,82.5,41.62,69.21,35.63,Architect,Engineering and Architecture
83.07,84.77,46.14,63.38,38.13,Software Engineer,Technology and IT
67.73,86.55,38.95,53.96,29.79,Mechanical Engineer,Engineering and Architecture
72.07,83.5,80.01,82.99,35.0,HR Manager,Business Management and Finance
58.5,96.97,62.98,61.18,7.59,Pilot,Law Government and Security
59.1,100.0,25.99,44.75,20.58,Database Administrator,Technology and IT
64.23,94.25,49.95,64.57,32.59,Civil Engineer,Engineering and Architecture
73.09,75.35,79.58,83.32,33.24,HR Manager,Business Management and Finance
69.77,96.45,41.47,65.99,29.08,Mechanical Engineer,Engineering and Architecture
61.8,75.66,56.22,87.55,30.87,Nurse,Healthcare and Medical
77.05,82.78,67.8,80.78,27.96,Lecturer,Education and Research
86.74,79.38,62.99,77.85,21.6,Professor,Education and Research
71.81,93.25,79.22,77.17,23.71,Civil Servant CSS Officer,Law Government and Security
67.87,96.78,65.81,60.52,24.23,Civil Servant CSS Officer,Law Government and Security
71.37,80.07,44.8,60.63,22.06,Civil Engineer,Engineering and Architecture
61.01,88.36,53.13,72.78,20.96,Dentist,Healthcare and Medical
71.07,82.78,44.38,52.73,36.26,DevOps Engineer,Technology and IT
54.35,92.92,74.12,58.76,6.96,Army Officer,Law Government and Security
74.71,98.39,45.14,43.96,20.06,Chemical Engineer,Engineering and Architecture
66.86,80.12,49.29,71.63,25.55,Dentist,Healthcare and Medical
84.74,83.59,34.66,72.3,21.55,Environmental Scientist,Environmental Science
75.16,69.42,59.9,68.27,33.41,Nutritionist,Healthcare and Medical
64.49,91.12,27.51,47.07,19.85,Accountant,Business Management and Finance
84.66,63.94,81.18,64.54,30.64,Journalist,Creative Media and Design
95.04,72.71,84.97,53.69,36.96,Digital Marketing Specialist,Creative Media and Design
78.86,86.99,45.23,58.98,39.68,DevOps Engineer,Technology and IT
57.06,99.39,41.93,74.3,21.08,Medical Laboratory Technologist,Healthcare and Medical
73.05,92.44,82.26,55.21,29.82,Lawyer,Law Government and Security
56.54,95.67,49.71,73.77,27.56,Dentist,Healthcare and Medical
89.17,60.45,52.25,65.74,29.76,UI UX Designer,Creative Media and Design
65.67,83.86,65.45,92.1,23.54,Nurse,Healthcare and Medical
60.0,98.44,40.66,76.95,26.86,Dentist,Healthcare and Medical
61.64,92.13,46.38,78.12,18.7,Surgeon,Healthcare and Medical
72.77,100.0,44.88,78.08,15.05,Surgeon,Healthcare and Medical
73.48,94.75,33.11,52.48,33.52,Chemical Engineer,Engineering and Architecture
78.33,90.77,65.55,83.57,16.05,Civil Servant CSS Officer,Law Government and Security
62.02,86.47,38.72,61.81,22.42,Cybersecurity Analyst,Technology and IT
67.26,84.67,59.2,67.73,38.1,Business Analyst,Business Management and Finance
64.1,92.55,63.27,65.02,20.24,Judge,Law Government and Security
53.95,85.84,71.82,61.44,23.61,Police Officer,Law Government and Security
76.33,89.52,39.77,50.47,23.79,DevOps Engineer,Technology and IT
84.98,59.73,46.14,61.61,39.48,Graphic Designer,Creative Media and Design
67.56,83.08,62.29,84.68,35.01,Doctor,Healthcare and Medical
84.82,68.64,45.0,60.31,29.92,Content Writer,Creative Media and Design
71.67,68.13,86.25,61.89,33.45,Sales Manager,Business Management and Finance
68.2,79.4,82.99,68.7,32.8,Sales Manager,Business Management and Finance
67.75,96.45,55.13,71.37,10.58,Surgeon,Healthcare and Medical
73.75,81.33,44.76,84.74,43.58,Nutritionist,Healthcare and Medical
68.14,99.44,59.5,59.07,13.68,Pilot,Law Government and Security
60.08,79.96,38.03,67.07,31.29,Pharmacist,Healthcare and Medical
67.83,84.82,64.41,88.61,24.88,Physiotherapist,Healthcare and Medical
79.1,86.58,46.03,54.51,42.61,Web Developer,Technology and IT
59.84,92.06,56.82,68.23,23.01,Pilot,Law Government and Security
66.73,82.13,67.78,78.98,42.24,Physiotherapist,Healthcare and Medical
76.24,78.67,35.36,62.01,34.29,Mobile App Developer,Technology and IT
55.4,92.59,50.89,64.36,29.51,Pharmacist,Healthcare and Medical
58.2,95.99,35.49,62.79,14.24,Medical Laboratory Technologist,Healthcare and Medical
77.34,72.22,70.09,89.96,27.79,Social Worker,Social and Behavioral Sciences
76.91,98.07,63.73,74.87,27.51,Doctor,Healthcare and Medical
66.49,90.39,55.22,61.91,29.43,Business Analyst,Business Management and Finance
83.6,61.29,73.67,53.15,30.76,Digital Marketing Specialist,Creative Media and Design
88.09,80.21,40.69,68.82,30.4,Environmental Scientist,Environmental Science
68.14,88.36,61.35,88.37,38.73,Social Worker,Social and Behavioral Sciences
66.3,85.74,42.06,58.25,32.5,DevOps Engineer,Technology and IT
92.26,89.4,37.13,55.23,28.72,Machine Learning Engineer,Technology and IT
75.55,95.16,41.1,55.11,24.74,Mechanical Engineer,Engineering and Architecture
92.01,64.59,61.52,94.48,35.02,Psychologist,Social and Behavioral Sciences
